target,text,,label
sea bream,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , MASK , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
trout,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , MASK , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
milk fish,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , MASK , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
blue fin tuna,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , MASK , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
eel,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , MASK , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
crab,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , MASK , sardine , monk fish , roe , scallop , oysters , and a varity of toro",2
sardine,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , MASK , monk fish , roe , scallop , oysters , and a varity of toro",2
monk fish,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , MASK , roe , scallop , oysters , and a varity of toro",2
roe,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , MASK , scallop , oysters , and a varity of toro",2
scallop,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , MASK , oysters , and a varity of toro",2
oysters,"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro","your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , MASK , and a varity of toro",2
